Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,大武士(B216),賀銘年,沈集成,119,1174,3,-,5 4 1 ,1:09.44,7.8,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
2,3,中華威威(D075),田泰安,徐雨石,130,1203,2,1-1/4,1 1 2 ,1:09.63,6.4,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
3,6,雙節棍(C357),史卓豐,方嘉柏,129,1051,9,1-1/4,10 10 3 ,1:09.66,79,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
4,7,歡樂好友(C533),何澤堯,丁冠豪,123,1096,7,2,4 5 4 ,1:09.78,6.1,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
5,11,旅遊達人(E170),巴度,徐雨石,119,1028,6,3,9 9 5 ,1:09.93,10,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
6,1,紅鬃烈馬(D087),潘頓,葉楚航,133,1027,4,3-1/2,2 2 6 ,1:10.00,2.9,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
7,5,喜駿之星(D033),梁家俊,文家良,129,1145,8,3-3/4,3 3 7 ,1:10.04,9.3,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
8,2,陽明高高(B132),莫雷拉,呂健威,132,1124,12,4-1/4,11 11 8 ,1:10.14,29,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
9,12,小玩家(E066),楊明綸,大衛希斯,118,1106,1,4-3/4,7 7 9 ,1:10.20,19,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
10,9,赤火驍龍(D419),巫顯東,賀賢,119,1244,10,5-1/4,12 12 10 ,1:10.27,187,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
11,8,紅磚閃耀(E405),班德禮,姚本輝,123,1041,11,7-1/2,6 6 11 ,1:10.64,62,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
12,4,叻叻精彩(D217),周俊樂,韋達,125,1142,5,7-3/4,8 8 12 ,1:10.67,10,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,32
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,種福者(B390),巴度,文家良,119,1174,3,-,4 3 1 ,1:09.44,3.8,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
2,7,友心友型(E100),潘頓,葉楚航,121,1081,4,3/4,9 10 2 ,1:09.57,3.8,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
3,12,大家開心(E029),蔡明紹,文家良,115,1084,2,2-1/2,6 6 3 ,1:09.85,8.6,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
4,3,大醇威(D150),莫雷拉,方嘉柏,128,1163,11,3,1 1 4 ,1:09.92,10,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
5,9,霹靂狂龍(D003),梁家俊,賀賢,120,1014,8,3-1/2,10 9 5 ,1:10.00,9.8,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
6,1,贏多多(C004),史卓豐,丁冠豪,133,1081,10,4-3/4,3 5 6 ,1:10.19,23,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
7,8,仲得威(E079),何澤堯,呂健威,120,1074,5,5-3/4,7 7 7 ,1:10.34,13,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
8,5,同盟力量(C036),賀銘年,姚本輝,125,1222,9,6,2 2 8 ,1:10.41,11,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
9,2,奮鬥齊心(D349),黃皓楠,徐雨石,128,1091,6,6-3/4,12 12 9 ,1:10.51,215,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
10,11,鐵胆威龍(C015),潘明輝,蘇偉賢,114,1149,7,7,11 11 10 ,1:10.55,42,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
11,6,麒麟才子(E393),馬雅,大衛希斯,125,1128,1,8,8 8 11 ,1:10.73,30,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
12,4,辣得交關(E118),周俊樂,沈集成,121,1148,12,9,5 4 12 ,1:10.87,8.9,第四班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,33
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,9,俏芳華(E106),何澤堯,羅富全,116,1055,5,-,7 9 8 1 ,1:38.93,1.8,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
2,10,超趣(C285),霍宏聲,霍利時,119,1098,4,頸位,6 7 5 2 ,1:38.98,9.8,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
3,11,白鷺飛翔(A127),田泰安,苗禮德,115,1185,10,3/4,11 11 12 3 ,1:39.06,6.1,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
4,5,行雲流水(D233),潘頓,沈集成,120,1191,12,1-1/4,12 12 10 4 ,1:39.12,8.5,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
5,8,成才(B085),楊明綸,大衛希斯,117,1167,8,1-3/4,4 3 2 5 ,1:39.20,18,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
6,4,追風驥足(D009),莫雷拉,蔡約翰,124,973,3,3-3/4,5 4 4 6 ,1:39.52,21,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
7,12,團結一致(C494),黎海榮,霍利時,114,984,11,4-3/4,10 10 9 7 ,1:39.71,123,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
8,6,興惑(B351),蔡明紹,告東尼,120,1044,1,5-1/2,8 6 7 8 ,1:39.82,42,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
9,1,盛大光輝(C121),巫顯東,丁冠豪,130,1145,2,6,2 1 1 9 ,1:39.89,13,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
10,7,鑽一鑽(D461),班德禮,姚本輝,118,1122,6,6,3 5 6 10 ,1:39.89,186,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
11,3,扎西德勒(C084),巴度,韋達,125,1156,9,6-3/4,9 8 11 11 ,1:40.03,17,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
12,2,童話(B238),潘明輝,徐雨石,123,1134,7,8,1 2 3 12 ,1:40.23,41,第三班,HV,1650米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,34
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,明欣賞(C327),潘頓,賀賢,126,1043,12,-,9 9 1 ,1:09.36,13,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
2,9,上校(D090),波健士,姚本輝,119,1156,3,1/2,1 1 2 ,1:09.47,9,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
3,8,勇趣(E223),霍宏聲,霍利時,120,1015,2,3/4,3 2 3 ,1:09.48,8.4,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
4,11,善傳萬里(D167),蔡明紹,文家良,118,1104,5,2-1/2,4 5 4 ,1:09.77,11,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
5,1,富祿(C352),周俊樂,韋達,128,1113,4,2-3/4,7 8 5 ,1:09.80,7.4,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
6,10,財駿(E282),田泰安,沈集成,119,1127,7,2-3/4,8 7 6 ,1:09.82,4,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
7,7,三生好運(C359),潘明輝,羅富全,119,1089,9,3,11 11 7 ,1:09.83,14,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
8,6,風雨駒(C376),莫雷拉,告東尼,121,1136,6,3,2 3 8 ,1:09.86,3.7,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
9,4,蝦餃燒賣(E147),何澤堯,丁冠豪,122,1151,8,3-1/4,5 6 9 ,1:09.87,13,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
10,12,機緣在握(E305),梁家俊,高伯新,118,1137,1,4,6 4 10 ,1:09.98,141,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
11,5,特醒(C060),黃皓楠,蘇偉賢,118,1171,11,4-1/2,12 12 11 ,1:10.07,92,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
12,3,青工精神(E231),楊明綸,大衛希斯,124,1010,10,4-1/2,10 10 12 ,1:10.08,137,第三班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,35
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,4,和氣生財(D110),蔡明紹,徐雨石,129,1131,7,-,2 2 1 ,1:08.46,21,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
2,2,艮志騰雲(B119),潘明輝,沈集成,129,1215,9,2,1 1 2 ,1:08.78,10,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
3,5,金鼓齊鳴(B190),班德禮,沈集成,124,1107,8,2-1/4,4 5 3 ,1:08.81,28,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
4,12,好眼光(D375),莫雷拉,蔡約翰,119,1107,11,2-1/2,7 6 4 ,1:08.85,3.9,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
5,8,英之星(C058),田泰安,姚本輝,121,1156,1,2-3/4,8 8 5 ,1:08.92,5.6,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
6,9,確妙星(D173),賀銘年,容天鵬,120,1153,12,3-1/2,12 12 6 ,1:09.03,64,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
7,10,年年旺(C122),巴度,高伯新,120,1197,5,3-1/2,10 10 7 ,1:09.04,5.7,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
8,6,鴻運飛鷹(D481),何澤堯,呂健威,121,1297,2,4,6 7 8 ,1:09.09,4.5,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
9,11,文明之星(D429),霍宏聲,丁冠豪,120,1144,3,4-1/2,5 4 9 ,1:09.19,26,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
10,7,共創繽紛(D335),波健士,蔡約翰,121,1110,6,5,9 9 10 ,1:09.26,29,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
11,1,平常心(D278),潘頓,沈集成,133,1080,10,6-1/2,3 3 11 ,1:09.51,15,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
12,3,駿龍駒(D129),楊明綸,大衛希斯,129,1051,4,7,11 11 12 ,1:09.59,19,第二班,HV,1200米,好地至快地,"草地 - ""C"" 賽道",2021,9,15,36
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,5,快步速(C427),莫雷拉,方嘉柏,124,1197,1,-,1 1 1 1 1 ,1:48.34,2,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
2,2,甲烷(C469),薛恩,霍利時,127,1053,2,3/4,3 3 3 2 2 ,1:48.49,6.2,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
3,3,神龍駒(B108),周俊樂,韋達,121,1069,3,2-1/2,2 4 4 4 3 ,1:48.74,7.4,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
4,4,芙蓉莊(B339),賀銘年,姚本輝,126,1029,8,3-3/4,7 8 7 7 4 ,1:48.94,35,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
5,1,其利斷金(B426),田泰安,葉楚航,129,1140,5,4-1/4,6 5 5 5 5 ,1:49.00,5.6,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
6,7,龍戰士(C153),梁家俊,蘇保羅,119,1110,4,4-3/4,5 6 6 6 6 ,1:49.10,27,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
7,6,紅麗舍(A005),霍宏聲,文家良,121,1169,7,5,8 7 8 8 7 ,1:49.13,13,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
8,8,湛江最醒(B406),巴度,蘇偉賢,118,1063,6,5-3/4,4 2 2 3 8 ,1:49.27,9.5,第四班,HV,1800米,好地至快地,"草地 - ""C+3"" 賽道",2021,9,22,47
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,1,皇寶(D416),莫雷拉,羅富全,133,1200,1,-,1 1 1 1 1 ,1:49.86,1.6,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
2,2,甲烷(C469),霍宏聲,霍利時,132,1048,7,1-3/4,2 4 4 3 2 ,1:50.12,7.6,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
3,7,醉醒神(B436),黃皓楠,丁冠豪,114,1071,3,1-3/4,6 5 6 6 3 ,1:50.13,48,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
4,4,勝利波幅(D499),梁家俊,呂健威,124,1002,2,2,4 3 3 4 4 ,1:50.18,9.2,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
5,3,其利斷金(B426),陳嘉熙,葉楚航,125,1148,5,2-1/2,8 8 8 8 5 ,1:50.26,17,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
6,5,紅麗舍(A005),潘頓,文家良,123,1172,8,2-3/4,3 2 2 2 6 ,1:50.29,5.4,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
7,6,活力得勝(C091),潘明輝,蘇保羅,121,1126,4,4,5 6 5 7 7 ,1:50.51,31,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
8,8,開心大師(B222),巴度,方嘉柏,117,1106,6,6,7 7 7 5 8 ,1:50.84,17,第四班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,75
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,2,優達星(C356),史卓豐,丁冠豪,132,1193,4,-,1 1 1 1 ,1:41.05,4.1,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
2,10,又享耆成(E069),楊明綸,容天鵬,120,1059,7,2,2 2 2 2 ,1:41.38,25,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
3,7,驍鎰(D439),周俊樂,韋達,117,1228,5,3,3 4 6 3 ,1:41.54,33,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
4,8,怡威(C496),黎海榮,霍利時,121,1052,1,3-1/4,4 3 3 4 ,1:41.59,12,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
5,6,非凡魅力(D102),梁家俊,賀賢,126,1092,3,3-1/4,8 10 9 5 ,1:41.59,18,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
6,3,摘星之光(D007),巴度,蘇偉賢,132,1103,11,3-1/2,10 9 10 6 ,1:41.62,11,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
7,5,美滿將來(D115),潘頓,文家良,126,1074,2,3-1/2,6 7 8 7 ,1:41.62,4.6,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
8,11,輝煌巨星(C046),賀銘年,蘇保羅,117,1062,12,4-1/2,12 11 12 8 ,1:41.78,12,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
9,12,喜又盈(C515),波健士,何良,113,1024,10,4-3/4,9 12 11 9 ,1:41.82,97,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
10,9,堅有料(C011),蔡明紹,方嘉柏,121,1276,9,5-1/4,11 8 5 10 ,1:41.90,9.6,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
11,4,波哥哥(E239),霍宏聲,苗禮德,129,1141,8,5-1/2,7 6 7 11 ,1:41.94,29,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
12,1,天地同心(B030),莫雷拉,徐雨石,133,1089,6,7-3/4,5 5 4 12 ,1:42.30,4.2,第五班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,76
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,蒲俠超得(E138),潘頓,容天鵬,121,1168,4,-,1 1 1 ,0:57.11,2.8,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
2,3,中華威威(D075),蔡明紹,徐雨石,129,1225,6,頸位,2 2 2 ,0:57.16,7.6,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
3,4,明月生輝(E074),潘明輝,羅富全,121,1141,7,2-1/2,10 8 3 ,0:57.50,13,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
4,1,開心好友(B466),周俊樂,姚本輝,128,1144,11,3,3 3 4 ,0:57.60,7.8,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
5,2,歐洲導彈(E277),班德禮,鄭俊偉,130,1019,3,4-1/4,9 6 5 ,0:57.77,30,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
6,7,快一步(D454),田泰安,蘇保羅,121,1144,10,5,11 11 6 ,0:57.89,4.8,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
7,12,友誼至佳(E208),楊明綸,韋達,113,1161,9,5,4 4 7 ,0:57.90,25,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
8,10,包裝得勝(D291),黃皓楠,何良,115,1137,1,5-1/2,5 5 8 ,0:57.98,9.2,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
9,6,精算其然(E307),馬雅,呂健威,122,1059,2,7,8 7 9 ,0:58.25,81,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
10,9,創福威(E210),梁家俊,大衛希斯,120,991,12,7-3/4,6 10 10 ,0:58.33,38,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
11,11,添有運(E268),波健士,蘇偉賢,118,1180,5,8-3/4,7 9 11 ,0:58.51,15,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
12,5,唯快不破(E298),霍宏聲,方嘉柏,122,1018,8,10-1/4,12 12 12 ,0:58.74,35,第四班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,10,6,77
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,動力飛鷹(B072),巴度,沈集成,120,1240,6,-,9 8 8 8 1 ,1:49.54,24,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
2,7,水箭龜(C450),霍宏聲,霍利時,123,1050,10,1/2,2 2 2 3 2 ,1:49.63,16,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
3,1,喜盈寶(D424),潘頓,蔡約翰,130,996,5,1/2,3 4 4 2 3 ,1:49.64,11,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
4,5,全民佳知(C288),波健士,姚本輝,125,1103,9,2-3/4,1 1 1 1 4 ,1:49.97,6.1,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
5,4,都靈紅星(B092),班德禮,韋達,126,1144,1,3-1/4,4 3 3 4 5 ,1:50.07,5.9,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
6,6,興惑(B351),蔡明紹,告東尼,124,1058,2,4,6 5 5 7 6 ,1:50.17,24,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
7,2,符號(E194),薛恩,徐雨石,129,979,3,4-1/2,5 6 6 6 7 ,1:50.24,39,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
8,10,緻寶駒(D236),梁家俊,賀賢,118,1002,7,16-1/2,8 9 9 9 8 ,1:52.16,43,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
9,3,西利哥(D128),莫雷拉,羅富全,126,1117,4,22-1/4,7 7 7 5 9 ,1:53.11,3.7,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
UR,9,優悠皇(C399),田泰安,苗禮德,119,1006,8,---,10 10 10 10 ,---,3,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,10,6,78
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,7,銘記知心(E089),莫雷拉,蔡約翰,117,1010,6,-,6 5 1 ,1:10.03,5.3,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
2,10,怡昌勇士(E025),潘明輝,賀賢,114,1054,5,頸位,9 9 2 ,1:10.09,24,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
3,11,天意(V417),楊明綸,蘇保羅,115,1186,12,1/2,10 10 3 ,1:10.12,34,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
4,5,桃花旺(C364),潘頓,告東尼,121,1008,4,1-1/4,3 4 4 ,1:10.22,2.7,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
5,1,晨曦飛馬(C351),陳嘉熙,方嘉柏,126,996,2,2-1/2,8 8 5 ,1:10.41,8,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
6,9,翡翠劇院(A040),班德禮,姚本輝,116,1111,10,3,7 7 6 ,1:10.51,27,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
7,2,雪戰神駒(B371),周俊樂,高伯新,124,1111,7,3-1/4,12 12 7 ,1:10.57,21,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
8,4,紅衣火旺(E084),梁家俊,羅富全,123,1128,1,3-1/2,1 1 8 ,1:10.58,7.5,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
9,8,神舟時代(D507),賀銘年,丁冠豪,117,1150,3,3-3/4,4 3 9 ,1:10.63,18,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
10,6,快樂歡騰(B272),蔡明紹,葉楚航,118,1185,8,4-1/2,2 2 10 ,1:10.75,11,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
11,3,勝利多多(E342),巴度,文家良,124,1019,9,4-3/4,5 6 11 ,1:10.80,11,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
12,12,鐵胆威龍(C015),波健士,蘇偉賢,114,1150,11,5-3/4,11 11 12 ,1:10.94,100,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,10,6,79
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,12,御風超影(C268),楊明綸,丁冠豪,115,1038,12,-,12 12 12 1 ,1:40.18,34,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
2,8,真感(E209),蔡明紹,高伯新,121,1236,8,頸位,9 9 5 2 ,1:40.22,4.2,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
3,10,噴火龍(B463),黎海榮,霍利時,116,1040,3,頸位,7 7 8 3 ,1:40.23,9.8,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
4,5,勁力威龍(C437),梁家俊,文家良,125,1098,9,頸位,11 11 9 4 ,1:40.25,37,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
5,1,好運寶寶(D372),陳嘉熙,告東尼,126,1203,11,4-1/4,3 3 3 5 ,1:40.85,18,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
6,2,雙節棍(C357),史卓豐,方嘉柏,128,1058,1,5,8 8 10 6 ,1:40.97,5.4,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
7,4,奮鬥之星(E247),班德禮,姚本輝,125,1080,6,8-1/4,10 10 11 7 ,1:41.49,88,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
8,3,競駿披星(C490),巫顯東,容天鵬,125,1144,5,8-1/2,2 2 4 8 ,1:41.55,126,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
9,11,珍珠鳳凰(B201),潘明輝,葉楚航,113,1036,10,10-1/4,6 6 1 9 ,1:41.81,20,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
10,6,鵲橋飛渡(A247),莫雷拉,蘇偉賢,122,1102,2,11,5 4 7 10 ,1:41.95,4.7,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
11,9,醒旺財(D208),巴度,韋達,120,1130,7,14-1/2,1 1 2 11 ,1:42.51,9.1,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
12,7,金獅大將(E057),潘頓,大衛希斯,121,1092,4,16-1/4,4 5 6 12 ,1:42.79,5.3,第四班,HV,1650米,好地,"草地 - ""A"" 賽道",2021,10,6,80
